time_tick,acc_X_value,acc_Y_value,acc_Z_value,acc_A_value,acc_B_value,acc_C_value
6.058049,1.3203,3.659219,-9.092754,-6.019238,-1.194151,-12.56896
6.091161,1.1735,3.713539,-9.0525,-3.752147,2.675167,-10.10479
6.124717,0.994078,3.751399,-9.040828,-1.890589,3.633331,-8.951491
6.158053,0.476762,3.754691,-9.487812,2.90846,10.554467,-11.642521
6.191373,1.553443,3.542049,-8.551795,10.457348,16.662892,2.163238
6.224715,0.921352,3.982897,-9.024368,11.347574,25.951978,0.202168
6.258052,1.042712,3.893709,-8.908993,13.454397,24.084434,1.737355
6.291382,1.104664,4.131492,-9.310485,13.651776,15.471584,-4.025096
6.324718,1.119329,4.439008,-9.043073,-3.807365,-1.107657,-6.18609
6.35804,1.478323,4.370472,-9.007608,-2.966971,7.114475,-10.933063
6.391383,0.244217,4.60197,-8.859311,2.225191,4.20796,-8.947301
6.42472,0.518662,4.11997,-8.841504,-1.203878,4.199879,-8.734509
6.458049,0.548441,4.415814,-9.051453,0.512377,4.163665,-8.67555
6.491384,0.662469,4.547051,-8.93533,0.713647,4.139274,-8.858414
6.52472,1.025353,4.017763,-9.390245,0.577921,4.145259,-8.80948
6.558049,1.229317,5.062571,-9.362112,0.281778,4.174739,-9.021973
6.590486,0.899204,5.881117,-8.657443,0.806426,4.020756,-9.020178
6.624721,-0.241224,2.757321,-10.789256,0.283274,3.896852,-9.118942
6.658142,0.001646,2.555004,-13.931309,0.471525,3.640663,-9.051453
6.691475,3.190238,3.397643,-12.566865,0.357647,3.852558,-9.084973
6.724713,2.277566,0.461349,-8.890886,-0.130638,3.931868,-8.916625
6.758135,0.388473,1.569006,-9.103678,0.879751,3.943241,-8.869786
6.791473,-0.17583,3.577963,-10.049272,0.41077,3.47845,-8.946254
6.824801,0.728612,5.871391,-9.990313,0.375005,3.691093,-9.098291
6.858136,-0.240476,5.650967,-11.323033,0.467784,3.959702,-8.927549
6.891475,-0.486789,5.106416,-8.435223,0.490829,3.833104,-8.967803
6.924802,-0.698683,5.89249,-7.95472,-0.260079,4.100067,-8.830131
6.958139,-2.114604,3.561352,-7.758837,0.115973,4.071485,-8.941765
6.991469,1.928299,6.750543,-15.319397,0.497264,4.064153,-8.677944
7.024803,0.869874,4.638033,-9.225787,0.053123,3.776389,-9.198851
7.058124,0.297341,4.893923,-6.792892,0.097418,4.353413,-9.059534
7.091081,-2.084975,6.654173,-12.120031,-0.17164,4.503654,-9.514747
7.124722,-3.948329,8.330623,-5.968359,0.250652,4.437362,-9.546921
7.15816,0.790713,13.125033,12.632858,-0.246462,4.047692,-8.936826
7.191475,2.587626,6.15242,-55.838966,-0.428877,3.764568,-9.085871
7.224781,-2.310188,10.09222,-0.311407,-0.736094,6.959893,-9.495892
7.258114,-5.193957,8.444501,-32.723471,-0.640322,6.778676,-9.347896
7.291471,2.426011,-0.403288,-2.799221,-4.065051,7.033667,-11.319741
7.324807,-0.835457,5.986915,-11.866237,-2.9336,7.634933,-19.685081
7.358017,0.724571,2.586878,-8.839858,-11.763582,-5.331928,-15.120672
7.391468,0.65783,3.039697,-9.164882,-8.694405,-12.678648,-14.305417
7.424807,1.272713,4.204817,-9.775276,-4.567552,-6.418785,-14.462692
7.458137,0.671149,3.942942,-9.820318,-0.002544,2.092757,-15.429535
7.491475,0.531681,3.47037,-8.98127,-0.552631,3.725062,-13.385412
7.524803,0.809269,3.795843,-9.153809,-1.648018,3.072469,-5.867799
7.558136,-0.341336,3.846273,-9.311832,0.165804,-0.358245,-6.825215
7.591477,1.173949,4.565457,-9.630272,8.430584,14.697631,5.441317
7.624801,0.181218,3.071721,-8.581873,27.698909,32.446931,9.695217
7.658135,2.496793,3.275834,-8.896872,16.281153,45.395684,9.335775
7.691488,-0.673543,4.653746,-9.595555,-2.136452,-3.439992,1.514686
7.724801,1.154944,1.574693,-8.348281,-3.157466,6.546131,-10.522293
7.758087,0.521805,2.285946,-9.67711,3.682414,4.783187,-9.326347
7.791451,1.206122,3.866624,-9.154557,-0.223716,4.784085,-8.655198
7.824805,1.350378,4.914873,-9.145129,1.188913,4.212748,-8.861107
7.858139,-0.01257,4.917417,-8.844796,0.552781,4.075825,-8.706077
7.891449,0.851917,1.352922,-15.757253,0.674441,3.700371,-9.366152
7.924801,2.531959,5.148915,-12.951896,0.191842,3.490721,-9.068662
7.95814,2.27592,-1.140279,-7.325471,-1.031788,4.847683,-8.882207
7.991472,1.69725,1.945358,-12.805097,0.82124,4.142566,-9.08602
8.024809,0.850571,2.929111,-12.123772,0.401193,3.826221,-9.09021
8.058043,-0.819594,2.099191,-8.214799,0.235239,4.084654,-8.990997
8.091471,-1.683184,2.934049,-11.241477,0.262623,4.029885,-8.923957
8.124786,-1.314913,4.209306,-10.802874,0.145603,3.981999,-8.852428
8.158106,-0.061054,4.255247,-9.800117,0.240177,4.049338,-8.889689
8.191469,0.121959,3.403479,-9.292977,0.170892,4.104856,-9.014491
8.224816,-0.820941,6.094209,-12.571205,-0.098764,4.039162,-8.869786
8.258175,-3.51212,4.785581,-7.217429,0.665911,3.963892,-9.027211
8.291303,-2.527619,5.260997,-8.354566,-0.408974,4.132091,-8.892382
8.324733,-1.058873,5.956089,-9.504871,0.124204,4.118473,-8.921563
8.358086,0.010625,4.4004,-7.215184,0.215785,4.233549,-8.907347
8.391462,1.784193,2.796228,-5.862711,0.850122,4.183269,-9.00641
8.424632,0.777545,1.587861,-11.174437,0.006285,4.06535,-9.188676
8.45808,-2.137799,3.312047,-7.147546,0.307816,4.275299,-9.144232
8.491471,-3.532172,3.250095,-4.259138,-0.356749,3.987386,-10.116162
8.5248,1.072491,21.372155,22.094631,-0.089187,3.900593,-9.567871
8.558141,4.546153,6.178308,-43.459754,-0.461499,3.932916,-8.831478
8.591473,7.068385,5.480523,2.654217,-1.250416,4.192696,-10.216274
8.624799,-7.722324,31.511512,-54.717692,-0.211595,5.808241,-8.779701
8.658113,-2.715571,-0.344179,5.649021,-2.930009,6.316129,-11.038412
8.691468,3.929025,-1.076831,-7.250051,-3.647547,-0.249455,-26.188713
8.724761,-0.697935,1.197593,-3.722219,-3.911667,-9.947365,-14.931224
8.758053,-1.418465,7.662916,-10.462736,-10.430712,-2.524028,-10.886824
8.791403,0.991085,3.274038,-7.597672,-5.997989,-3.750202,-13.429108
8.824789,1.150156,3.57931,-8.899715,-3.536811,-1.91513,-12.169713
8.85814,1.143272,3.916605,-9.048161,-1.469045,3.57482,-14.753597
8.89147,0.981658,3.802128,-8.986358,-1.771623,5.125869,-13.938492
8.924802,0.566399,4.53463,-9.37947,-0.326371,3.524241,-5.890395
8.958127,0.639424,3.737033,-9.011798,2.453845,1.13145,-2.037389
8.991455,1.811428,4.82793,-8.810378,1.566163,26.082167,-6.290391
9.024813,0.448779,4.053977,-8.718348,16.019726,34.078488,3.780729
9.058081,1.661336,3.231091,-9.532405,22.619429,37.884656,15.18846
9.091471,-0.714994,3.853904,-8.681236,-2.832292,-10.470068,1.499871
9.124803,1.066655,4.320641,-8.91842,-0.669802,9.445762,-12.858669
9.158112,0.723075,3.945336,-8.936677,1.717003,3.310551,-8.852428
9.191465,0.768267,4.619328,-8.841504,-0.54051,4.58491,-8.651308
9.224804,1.058724,4.393667,-9.854886,0.254094,4.706271,-8.51633
9.258102,1.630809,5.403457,-11.013571,0.676236,4.172943,-8.581574
9.291253,0.52824,-1.200286,-10.936655,-0.46105,4.030034,-9.215611
9.324615,-2.110714,4.297147,-12.846847,-0.84249,4.185064,-8.967354
9.358021,2.769592,2.819872,-12.098333,0.748514,4.068792,-8.950444
9.391303,4.250608,2.352686,-7.145151,-0.182864,4.142566,-8.615094
9.424629,1.297554,3.249946,-7.095769,0.245564,3.951023,-8.99384
9.457997,-1.31611,5.362305,-10.391057,0.777245,4.018811,-9.028857
9.491252,-2.317221,7.735194,-8.096432,0.685814,4.171746,-8.589804
9.524598,-0.192441,5.299455,-9.301207,-1.024306,4.145708,-8.934881
9.558135,0.978665,5.090853,-9.529263,0.724122,4.30014,-8.821152
9.59144,0.87182,5.462117,-10.094315,-0.642417,4.257192,-8.754561
9.624785,0.115824,2.902026,-6.997155,-0.137522,4.305228,-8.786286
9.65813,-0.992881,3.998011,-11.200475,-0.49861,4.404291,-8.829383
9.691468,-1.813523,3.847021,-8.00904,0.313652,4.250159,-8.754711
9.724796,-0.987195,4.7148,-7.752103,-0.349566,4.293107,-8.705179
9.75813,-1.08147,4.590597,-7.294046,-0.236585,4.239534,-8.705927
9.791266,-2.727991,5.080827,-10.735086,0.357647,4.116677,-8.806487
9.824796,-1.973491,3.470669,-8.430584,0.025439,4.007588,-9.142585
9.858142,-0.68716,0.571636,-7.9212,0.273098,4.113385,-9.031101
9.891485,-0.766322,-0.917311,-13.160199,-0.337295,4.067445,-8.97304
9.924799,0.363333,0.545598,-12.674009,0.21788,3.931868,-8.775511
9.958127,0.414361,-0.950682,-8.067102,-0.652593,3.980353,-9.14468
9.991466,-5.138888,5.390289,-9.261103,-0.235987,4.275898,-9.426458
10.024778,0.177327,23.533299,15.269117,-0.562209,3.883983,-9.533004
10.058128,5.375175,7.222367,-18.764926,-0.165056,3.255183,-9.90367
10.090764,-8.883554,14.117615,18.029132,0.442195,4.089592,-10.797487
10.123937,-8.561821,9.643291,-17.933959,-0.085296,4.451279,-10.990975
10.157109,5.543523,4.378852,-8.238592,-1.760699,6.182798,-16.975197
10.19143,0.840694,3.057355,-9.552906,-2.352537,-4.347128,-17.801375
10.224802,-0.189598,4.012376,-8.878316,0.66202,-6.055152,-16.136747
10.258076,1.514237,4.015968,-9.395183,-1.263735,-2.590319,-11.804135
10.291418,-0.400445,3.360382,-9.339366,-5.616848,-1.18203,-6.478492
10.324793,0.818397,4.024797,-9.445912,-3.285261,3.50793,-14.348065
10.358104,1.420411,3.865277,-8.950594,-3.110478,4.112787,-12.741349
10.391391,0.492924,3.899546,-9.389197,-0.573581,2.806404,-7.17927
10.424796,0.498461,3.68406,-9.124329,2.205737,8.251611,-18.168001
10.458123,0.696438,3.433258,-9.120738,-1.196246,20.640102,5.967013
10.491492,0.504746,4.80279,-9.601391,14.804626,26.1941,-4.148102
10.524422,1.197293,2.466714,-8.440161,13.105131,35.615321,7.023941
10.558022,0.157724,3.554918,-9.375131,12.024709,-2.392791,-21.732645
10.591411,0.571187,3.413356,-9.11116,-9.759264,9.680851,-12.65291
10.624798,0.592137,4.454721,-9.245241,3.670293,3.199067,-8.481912
10.658104,1.678096,3.666851,-9.693421,-0.521655,4.701931,-9.477337
10.691466,0.306169,5.37278,-9.534201,1.72269,4.172644,-8.483708
10.724818,1.263585,-0.421843,-12.840861,-1.08985,4.102611,-8.98576
10.758129,1.783295,4.01911,-10.073365,1.041066,4.345482,-8.785537
10.791466,1.239343,0.060306,-8.459316,-0.449378,4.550043,-8.881758
10.824764,0.611591,2.556799,-10.998607,-0.896361,4.068642,-8.81816
10.858112,-0.296592,2.509363,-9.934646,-0.432618,4.628307,-8.724483
10.89145,-1.383748,3.119756,-10.767409,-0.029031,4.660181,-8.602973
10.924783,-1.256402,2.193466,-7.804029,0,4.403693,-8.72164
10.95813,-0.020501,4.50964,-11.21095,-0.179572,4.379899,-8.589356
10.991418,-0.063449,3.68795,-9.085871,-0.249006,4.678886,-8.648464
11.02474,-0.017508,4.367928,-10.623901,-0.226709,4.292059,-8.664327
11.058126,-0.308863,4.960215,-11.405486,0.211894,4.423595,-8.81786
11.091369,-0.014964,4.729316,-10.013058,0.18436,4.491533,-8.930092
11.124697,-1.229018,3.045384,-7.850269,-0.357796,4.492581,-8.626467
11.158073,-0.471375,2.96727,-8.898368,-0.681025,4.667663,-8.542966
11.191393,-0.106097,3.859741,-13.334683,-0.072876,4.53493,-8.615992
11.224737,-0.861943,6.923231,-6.488369,0.13827,4.918913,-8.686025
11.258048,0.157873,4.205116,-5.197249,-0.017658,4.551989,-8.818908
11.291397,-1.27825,6.36641,-6.723757,0.062401,4.868035,-8.824295
11.325167,-3.871562,5.547713,-8.958525,-0.164158,4.998523,-8.975883
11.357837,-0.235837,19.398215,21.422435,-0.380692,4.699986,-8.698744
11.391035,5.436528,4.265273,-40.484552,-0.680277,4.708964,-8.697248
11.424167,2.061631,5.060476,2.080486,-0.59079,2.966821,-9.972505
11.458069,-1.182329,3.366966,-19.079476,-0.72936,5.776068,-9.439327
11.491459,6.863224,3.360831,-10.866921,-2.355979,6.799476,-10.988132
11.524752,0.159519,4.596133,-12.136791,-3.65443,5.429794,-18.806228
11.558106,1.383898,4.633694,-10.740623,-6.733933,-8.862155,-16.061477
11.591392,0.078862,3.111376,-8.435373,-5.64528,-7.386974,-12.872586
11.624628,1.12756,3.610286,-9.278761,-2.139146,-1.685728,-12.58976
11.658112,0.390718,3.729701,-9.389347,-1.373423,2.052503,-11.187157
11.691442,0.405981,3.699174,-9.326646,-2.248086,3.886078,-12.008996
11.724724,0.819445,3.680468,-9.326796,-2.501731,4.16157,-11.146155
11.758078,0.597075,3.626148,-9.293725,-1.287977,2.857881,-6.317177
11.791474,0.693595,3.635725,-9.271129,-0.086494,3.552823,-7.737438
11.824743,1.054683,3.751848,-9.339366,8.138781,22.524705,-6.68051
11.858066,0.459105,4.400101,-9.399822,10.369508,33.605017,2.002971
11.891412,0.809568,3.117212,-9.195559,16.151412,30.488553,6.445421
11.92473,1.100774,4.17444,-9.542132,12.875728,3.252041,-15.956727
11.958117,0.012121,2.717516,-8.702635,-5.546067,6.083884,-13.10139
11.991462,-0.15518,4.914424,-8.962266,3.057056,3.853007,-9.544975
12.024739,0.217431,5.043566,-9.731131,0.69135,4.006989,-8.603871
12.058086,0.731904,7.42244,-10.373099,0.00838,4.467141,-8.530247
12.091426,1.916627,5.784448,-9.135702,0.315148,3.785218,-8.747977
12.123768,0.800141,4.742634,-9.518937,1.016973,4.025096,-9.118792
12.158079,2.82496,5.442065,-17.09102,0.832613,4.033925,-9.108916
