time_tick,acc_X_value,acc_Y_value,acc_Z_value,acc_X_value,acc_Y_value,acc_Z_value
11.190474,1.023258,2.827803,-9.147374,-5.66623,12.850438,-22.494477
11.223563,1.159882,2.971759,-9.411045,-9.950208,-2.629825,-12.896828
11.257137,1.120975,2.965325,-9.320511,-0.832015,0.18855,-10.195174
11.29047,1.137885,2.838427,-9.294623,-0.799692,0.216084,-8.086256
11.323865,1.12322,2.940035,-9.333081,-0.217581,0.833062,-7.709455
11.357137,1.225875,2.830796,-9.294772,0.558019,4.492581,-11.310313
11.390503,1.222433,2.872247,-9.331136,0.369468,4.068193,-11.727218
11.423864,1.163175,2.93809,-9.372437,-1.09823,3.914061,-12.478875
11.457144,1.101073,2.688485,-9.189274,-2.540788,25.648352,15.027893
11.490458,1.237248,2.81239,-9.246887,10.714585,24.798979,-3.693038
11.523805,1.386143,2.852195,-9.433342,1.74783,38.370547,6.43749
11.557144,1.589657,2.820321,-9.735471,-0.639424,-1.797661,-6.542689
11.590471,1.031638,2.746547,-10.243658,-0.776348,5.297061,-10.160457
11.623804,0.360789,2.144982,-9.353732,-0.856107,3.459895,-9.307492
11.65713,2.639851,5.445806,-10.471864,-1.120676,3.633181,-9.009852
11.690474,3.692589,5.624929,-10.848365,-0.885437,3.548633,-9.086469
11.723808,1.196994,4.130744,-9.808946,-0.799842,3.329556,-9.256314
11.75716,0.948736,1.045705,-14.370661,-0.889927,3.383128,-8.980373
11.790478,4.692354,0.589743,-12.9293,-0.906238,3.533968,-9.155604
11.823805,5.107463,-0.374107,-8.457071,-0.695989,3.485484,-9.221747
11.857137,5.680895,0.997071,-8.552843,-0.759288,3.462887,-9.145279
11.890476,5.822158,2.247038,-9.025714,-0.861943,3.417546,-9.127621
11.923806,3.015305,3.991277,-9.870299,-0.847129,3.451664,-9.093353
11.957174,-0.022297,4.477616,-9.678008,-0.987045,3.400486,-9.061629
11.990088,-0.552033,4.368826,-9.980436,-0.960109,3.487279,-9.035142
